U+004B	K	LATIN CAPITAL LETTER K	2	html
U+004C	L	LATIN CAPITAL LETTER L	159	html,html-attr,js,json
U+004D	M	LATIN CAPITAL LETTER M	89	html,js,json
U+004E	N	LATIN CAPITAL LETTER N	185	html,html-attr,js,json
U+004F	O	LATIN CAPITAL LETTER O	35	html,js
U+0050	P	LATIN CAPITAL LETTER P	76	html,js,json
U+0051	Q	LATIN CAPITAL LETTER Q	68	html,html-attr,js
U+0052	R	LATIN CAPITAL LETTER R	40	html,html-attr,js
U+0053	S	LATIN CAPITAL LETTER S	440	css-content,html,html-attr,js
U+0054	T	LATIN CAPITAL LETTER T	168	html,js,json
U+0055	U	LATIN CAPITAL LETTER U	23	html,js
U+0056	V	LATIN CAPITAL LETTER V	328	html,json
U+0057	W	LATIN CAPITAL LETTER W	14	html,js
U+0058	X	LATIN CAPITAL LETTER X	1	js
U+0059	Y	LATIN CAPITAL LETTER Y	66	html
U+005A	Z	LATIN CAPITAL LETTER Z	74	html,json
U+005B	[	LEFT SQUARE BRACKET	79	html,js
U+005C	\	REVERSE SOLIDUS	2	js
U+005D	]	RIGHT SQUARE BRACKET	79	html,js
U+005F	_	LOW LINE	5	html,js
U+0060	`	GRAVE ACCENT	2	html
U+0061	a	LATIN SMALL LETTER A	3561	css-content,html,html-attr,js,json,required-literal
U+0062	b	LATIN SMALL LETTER B	475	html,html-attr,js,json
U+0063	c	LATIN SMALL LETTER C	1535	css-content,html,html-attr,js,json
U+0064	d	LATIN SMALL LETTER D	1489	html,html-attr,js,json
U+0065	e	LATIN SMALL LETTER E	5956	css-content,html,html-attr,js,json
U+0066	f	LATIN SMALL LETTER F	395	html,js,json
U+0067	g	LATIN SMALL LETTER G	427	html,js,json
U+0068	h	LATIN SMALL LETTER H	364	html,js,json
U+0069	i	LATIN SMALL LETTER I	3108	css-content,html,html-attr,js,json,required-literal
U+006A	j	LATIN SMALL LETTER J	137	html,js
U+006B	k	LATIN SMALL LETTER K	56	html,js
U+006C	l	LATIN SMALL LETTER L	2507	css-content,html,html-attr,js,json,required-literal
U+006D	m	LATIN SMALL LETTER M	847	html,html-attr,js,json
U+006E	n	LATIN SMALL LETTER N	2573	css-content,html,html-attr,js,json
U+006F	o	LATIN SMALL LETTER O	2079	css-content,html,html-attr,js,json,required-literal
U+0070	p	LATIN SMALL LETTER P	1342	css-content,html,html-attr,js,json
U+0071	q	LATIN SMALL LETTER Q	353	html,js,json
U+0072	r	LATIN SMALL LETTER R	2674	css-content,html,js,json
U+0073	s	LATIN SMALL LETTER S	2702	html,html-attr,js,json
U+0074	t	LATIN SMALL LETTER T	2701	css-content,html,html-attr,js,json
U+0075	u	LATIN SMALL LETTER U	2315	css-content,html,html-attr,js,json
U+0076	v	LATIN SMALL LETTER V	627	css-content,html,js,json
U+0077	w	LATIN SMALL LETTER W	76	html,js
U+0078	x	LATIN SMALL LETTER X	128	html,html-attr,js
U+0079	y	LATIN SMALL LETTER Y	162	html,js,json
U+007A	z	LATIN SMALL LETTER Z	69	html,html-attr,js
U+007B	{	LEFT CURLY BRACKET	31	js
U+007C	|	VERTICAL LINE	286	html,js
U+007D	}	RIGHT CURLY BRACKET	31	js
U+007E	~	TILDE	39	html,js,json
U+00A0	 	NO-BREAK SPACE	172	html
U+00A9	©	COPYRIGHT SIGN	16	css-content,html
U+00AB	«	LEFT-POINTING DOUBLE ANGLE QUOTATION MARK	32	html
U+00AC	¬	NOT SIGN	1	html
U+00B4	´	ACUTE ACCENT	2	html
U+00B7	·	MIDDLE DOT	118	html,json
U+00BB	»	RIGHT-POINTING DOUBLE ANGLE QUOTATION MARK	30	html
U+00C0	À	LATIN CAPITAL LETTER A WITH GRAVE	1	html
U+00C7	Ç	LATIN CAPITAL LETTER C WITH CEDILLA	1	html
U+00C9	É	LATIN CAPITAL LETTER E WITH ACUTE	2	html
U+00CA	Ê	LATIN CAPITAL LETTER E WITH CIRCUMFLEX	1	html
U+00E0	à	LATIN SMALL LETTER A WITH GRAVE	138	html
U+00E2	â	LATIN SMALL LETTER A WITH CIRCUMFLEX	23	html
U+00E7	ç	LATIN SMALL LETTER C WITH CEDILLA	28	html
U+00E8	è	LATIN SMALL LETTER E WITH GRAVE	127	html
U+00E9	é	LATIN SMALL LETTER E WITH ACUTE	557	html
U+00EA	ê	LATIN SMALL LETTER E WITH CIRCUMFLEX	71	html
U+00EB	ë	LATIN SMALL LETTER E WITH DIAERESIS	1	html
U+00EE	î	LATIN SMALL LETTER I WITH CIRCUMFLEX	9	html
U+00EF	ï	LATIN SMALL LETTER I WITH DIAERESIS	1	html
U+00F4	ô	LATIN SMALL LETTER O WITH CIRCUMFLEX	19	html
U+00F9	ù	LATIN SMALL LETTER U WITH GRAVE	8	html
U+00FB	û	LATIN SMALL LETTER U WITH CIRCUMFLEX	10	html
U+0153	œ	LATIN SMALL LIGATURE OE	29	html
U+03C3	σ	GREEK SMALL LETTER SIGMA	2	html
U+03C9	ω	GREEK SMALL LETTER OMEGA	103	html,html-attr,js,json,required-literal
U+141B	ᐛ	CANADIAN SYLLABICS NASKAPI WAA	2	html
U+1555	ᕕ	CANADIAN SYLLABICS FI	2	html
U+1557	ᕗ	CANADIAN SYLLABICS FO	2	html
U+2003	 	EM SPACE	17984	html
U+2013	–	EN DASH	93	html
U+2014	—	EM DASH	2218	html,json
U+2018	‘	LEFT SINGLE QUOTATION MARK	35	html
U+2019	’	RIGHT SINGLE QUOTATION MARK	431	html
U+201C	“	LEFT DOUBLE QUOTATION MARK	5656	css-content,html,json
U+201D	”	RIGHT DOUBLE QUOTATION MARK	5649	css-content,html,json
U+2022	•	BULLET	3	html
U+2026	…	HORIZONTAL ELLIPSIS	1863	html,js,json
U+2122	™	TRADE MARK SIGN	2	html
U+2161	Ⅱ	ROMAN NUMERAL TWO	3	html,json
U+2162	Ⅲ	ROMAN NUMERAL THREE	3	html,json
U+2163	Ⅳ	ROMAN NUMERAL FOUR	3	html,json
U+2200	∀	FOR ALL	6	html
U+2220	∠	ANGLE	5	html,js,json,required-literal
U+2312	⌒	ARC	5	html,js,json,required-literal
U+2588	█	FULL BLOCK	76	html
U+2606	☆	WHITE STAR	5	html,js,json,required-literal
U+3000	　	IDEOGRAPHIC SPACE	543	html
U+3001	、	IDEOGRAPHIC COMMA	93	html,json
U+3002	。	IDEOGRAPHIC FULL STOP	13724	html,html-attr,js,json
U+300A	《	LEFT DOUBLE ANGLE BRACKET	29	html
U+300B	》	RIGHT DOUBLE ANGLE BRACKET	29	html
U+3010	【	LEFT BLACK LENTICULAR BRACKET	2	html
U+3011	】	RIGHT BLACK LENTICULAR BRACKET	2	html
U+3044	い	HIRAGANA LETTER I	2	html
U+304F	く	HIRAGANA LETTER KU	1	html
U+3053	こ	HIRAGANA LETTER KO	2	html
U+3057	し	HIRAGANA LETTER SI	1	html
U+3060	だ	HIRAGANA LETTER DA	2	html
U+3063	っ	HIRAGANA LETTER SMALL TU	1	html
U+3066	て	HIRAGANA LETTER TE	1	html
U+3067	で	HIRAGANA LETTER DE	1	html
U+3069	ど	HIRAGANA LETTER DO	1	html
U+306E	の	HIRAGANA LETTER NO	2	html
U+3078	へ	HIRAGANA LETTER HE	1	html
U+307E	ま	HIRAGANA LETTER MA	1	html
U+3082	も	HIRAGANA LETTER MO	2	html
U+3092	を	HIRAGANA LETTER WO	1	html
U+3093	ん	HIRAGANA LETTER N	1	html
U+309D	ゝ	HIRAGANA ITERATION MARK	3	html
U+30A2	ア	KATAKANA LETTER A	1	html
U+30A3	ィ	KATAKANA LETTER SMALL I	2	html
U+30C7	デ	KATAKANA LETTER DE	1	html
U+30C8	ト	KATAKANA LETTER TO	1	html
U+30E1	メ	KATAKANA LETTER ME	1	html
U+30ED	ロ	KATAKANA LETTER RO	1	html
U+30EE	ヮ	KATAKANA LETTER SMALL WA	1	html
U+30FB	・	KATAKANA MIDDLE DOT	7	html,js,json,required-literal
U+3122	ㄢ	BOPOMOFO LETTER AN	1	html
U+4E00	一	CJK UNIFIED IDEOGRAPH-4E00	8253	html,html-attr,js,json
U+4E01	丁	CJK UNIFIED IDEOGRAPH-4E01	17	html
U+4E03	七	CJK UNIFIED IDEOGRAPH-4E03	63	html,json
U+4E07	万	CJK UNIFIED IDEOGRAPH-4E07	131	html,json
U+4E08	丈	CJK UNIFIED IDEOGRAPH-4E08	2	html
U+4E09	三	CJK UNIFIED IDEOGRAPH-4E09	316	html,json
U+4E0A	上	CJK UNIFIED IDEOGRAPH-4E0A	3171	html,html-attr,js,json
U+4E0B	下	CJK UNIFIED IDEOGRAPH-4E0B	1890	html,html-attr,js,json
U+4E0D	不	CJK UNIFIED IDEOGRAPH-4E0D	6656	html,js,json
U+4E0E	与	CJK UNIFIED IDEOGRAPH-4E0E	768	html,html-attr,js,json
U+4E10	丐	CJK UNIFIED IDEOGRAPH-4E10	3	html
U+4E11	丑	CJK UNIFIED IDEOGRAPH-4E11	4	html
U+4E13	专	CJK UNIFIED IDEOGRAPH-4E13	28	html
U+4E14	且	CJK UNIFIED IDEOGRAPH-4E14	158	html,json
U+4E16	世	CJK UNIFIED IDEOGRAPH-4E16	189	html,json
U+4E18	丘	CJK UNIFIED IDEOGRAPH-4E18	68	html,json
U+4E1A	业	CJK UNIFIED IDEOGRAPH-4E1A	60	html
U+4E1B	丛	CJK UNIFIED IDEOGRAPH-4E1B	33	html
U+4E1C	东	CJK UNIFIED IDEOGRAPH-4E1C	490	html,js,json
U+4E1D	丝	CJK UNIFIED IDEOGRAPH-4E1D	367	html,js,json
U+4E22	丢	CJK UNIFIED IDEOGRAPH-4E22	40	html
U+4E24	两	CJK UNIFIED IDEOGRAPH-4E24	504	html,json
U+4E25	严	CJK UNIFIED IDEOGRAPH-4E25	58	html
U+4E27	丧	CJK UNIFIED IDEOGRAPH-4E27	6	html
U+4E2A	个	CJK UNIFIED IDEOGRAPH-4E2A	2541	html,js,json
U+4E2B	丫	CJK UNIFIED IDEOGRAPH-4E2B	3	html
U+4E2D	中	CJK UNIFIED IDEOGRAPH-4E2D	1640	html,html-attr,js,json
U+4E30	丰	CJK UNIFIED IDEOGRAPH-4E30	10	html
U+4E32	串	CJK UNIFIED IDEOGRAPH-4E32	25	html
U+4E34	临	CJK UNIFIED IDEOGRAPH-4E34	40	html,json
U+4E38	丸	CJK UNIFIED IDEOGRAPH-4E38	2	html
U+4E39	丹	CJK UNIFIED IDEOGRAPH-4E39	44	html
U+4E3A	为	CJK UNIFIED IDEOGRAPH-4E3A	1409	html,js,json
U+4E3B	主	CJK UNIFIED IDEOGRAPH-4E3B	237	html,html-attr,json
U+4E3D	丽	CJK UNIFIED IDEOGRAPH-4E3D	68	html
U+4E3E	举	CJK UNIFIED IDEOGRAPH-4E3E	67	html
U+4E43	乃	CJK UNIFIED IDEOGRAPH-4E43	13	html
U+4E45	久	CJK UNIFIED IDEOGRAPH-4E45	311	html,json
U+4E48	么	CJK UNIFIED IDEOGRAPH-4E48	2769	html,js,json
U+4E49	义	CJK UNIFIED IDEOGRAPH-4E49	141	html,json
U+4E4B	之	CJK UNIFIED IDEOGRAPH-4E4B	903	html,json
U+4E4C	乌	CJK UNIFIED IDEOGRAPH-4E4C	41	html
U+4E4D	乍	CJK UNIFIED IDEOGRAPH-4E4D	2	html
U+4E4E	乎	CJK UNIFIED IDEOGRAPH-4E4E	333	html
U+4E4F	乏	CJK UNIFIED IDEOGRAPH-4E4F	7	html
U+4E50	乐	CJK UNIFIED IDEOGRAPH-4E50	166	html,html-attr,json
U+4E54	乔	CJK UNIFIED IDEOGRAPH-4E54	4	html
U+4E56	乖	CJK UNIFIED IDEOGRAPH-4E56	6	html,json
U+4E58	乘	CJK UNIFIED IDEOGRAPH-4E58	20	html
U+4E5D	九	CJK UNIFIED IDEOGRAPH-4E5D	36	html,json
U+4E5E	乞	CJK UNIFIED IDEOGRAPH-4E5E	3	html
U+4E5F	也	CJK UNIFIED IDEOGRAPH-4E5F	2797	html,html-attr,js,json
U+4E60	习	CJK UNIFIED IDEOGRAPH-4E60	110	html,json
U+4E61	乡	CJK UNIFIED IDEOGRAPH-4E61	39	html
U+4E66	书	CJK UNIFIED IDEOGRAPH-4E66	200	html,json
U+4E70	买	CJK UNIFIED IDEOGRAPH-4E70	89	html,json
U+4E71	乱	CJK UNIFIED IDEOGRAPH-4E71	130	html,json
U+4E73	乳	CJK UNIFIED IDEOGRAPH-4E73	22	html,json
U+4E86	了	CJK UNIFIED IDEOGRAPH-4E86	10430	html,js,json
U+4E87	亇	CJK UNIFIED IDEOGRAPH-4E87	1	html
U+4E88	予	CJK UNIFIED IDEOGRAPH-4E88	19	html
U+4E89	争	CJK UNIFIED IDEOGRAPH-4E89	90	html,json
U+4E8B	事	CJK UNIFIED IDEOGRAPH-4E8B	755	html,json
U+4E8C	二	CJK UNIFIED IDEOGRAPH-4E8C	228	html,json
U+4E8E	于	CJK UNIFIED IDEOGRAPH-4E8E	847	html,json
U+4E8F	亏	CJK UNIFIED IDEOGRAPH-4E8F	19	html
U+4E91	云	CJK UNIFIED IDEOGRAPH-4E91	448	html,json
U+4E92	互	CJK UNIFIED IDEOGRAPH-4E92	50	html,json
U+4E94	五	CJK UNIFIED IDEOGRAPH-4E94	197	html,json
U+4E95	井	CJK UNIFIED IDEOGRAPH-4E95	55	html
U+4E9A	亚	CJK UNIFIED IDEOGRAPH-4E9A	241	html,html-attr,json
U+4E9B	些	CJK UNIFIED IDEOGRAPH-4E9B	1050	html,js,json
U+4EA1	亡	CJK UNIFIED IDEOGRAPH-4EA1	54	html,js,json
U+4EA2	亢	CJK UNIFIED IDEOGRAPH-4EA2	1	html
U+4EA4	交	CJK UNIFIED IDEOGRAPH-4EA4	179	html
U+4EA6	亦	CJK UNIFIED IDEOGRAPH-4EA6	93	html,json
U+4EA7	产	CJK UNIFIED IDEOGRAPH-4EA7	43	html
U+4EAB	享	CJK UNIFIED IDEOGRAPH-4EAB	44	html,json
U+4EAC	京	CJK UNIFIED IDEOGRAPH-4EAC	4	html
U+4EAD	亭	CJK UNIFIED IDEOGRAPH-4EAD	22	html
U+4EAE	亮	CJK UNIFIED IDEOGRAPH-4EAE	313	html,html-attr,json
U+4EB2	亲	CJK UNIFIED IDEOGRAPH-4EB2	197	html,json
U+4EBA	人	CJK UNIFIED IDEOGRAPH-4EBA	956	html,js,json
U+4EBF	亿	CJK UNIFIED IDEOGRAPH-4EBF	13	html
U+4EC0	什	CJK UNIFIED IDEOGRAPH-4EC0	1438	html,js,json
U+4EC1	仁	CJK UNIFIED IDEOGRAPH-4EC1	5	html,json
U+4EC5	仅	CJK UNIFIED IDEOGRAPH-4EC5	55	html
U+4EC6	仆	CJK UNIFIED IDEOGRAPH-4EC6	17	html
U+4EC7	仇	CJK UNIFIED IDEOGRAPH-4EC7	23	html
U+4ECA	今	CJK UNIFIED IDEOGRAPH-4ECA	252	html,js,json
U+4ECB	介	CJK UNIFIED IDEOGRAPH-4ECB	15	html,json
U+4ECD	仍	CJK UNIFIED IDEOGRAPH-4ECD	288	html,json
U+4ECE	从	CJK UNIFIED IDEOGRAPH-4ECE	691	html,json
U+4ED3	仓	CJK UNIFIED IDEOGRAPH-4ED3	40	html
U+4ED4	仔	CJK UNIFIED IDEOGRAPH-4ED4	64	html,json
U+4ED6	他	CJK UNIFIED IDEOGRAPH-4ED6	892	html,json
U+4ED7	仗	CJK UNIFIED IDEOGRAPH-4ED7	17	html
U+4ED8	付	CJK UNIFIED IDEOGRAPH-4ED8	20	html
U+4ED9	仙	CJK UNIFIED IDEOGRAPH-4ED9	48	html,html-attr,json
U+4EE3	代	CJK UNIFIED IDEOGRAPH-4EE3	227	html,html-attr,json
U+4EE4	令	CJK UNIFIED IDEOGRAPH-4EE4	350	html,json
U+4EE5	以	CJK UNIFIED IDEOGRAPH-4EE5	1416	html,json
U+4EEA	仪	CJK UNIFIED IDEOGRAPH-4EEA	18	html
U+4EEC	们	CJK UNIFIED IDEOGRAPH-4EEC	2175	html,js,json
U+4EF0	仰	CJK UNIFIED IDEOGRAPH-4EF0	13	html,json
U+4EF6	件	CJK UNIFIED IDEOGRAPH-4EF6	158	html
U+4EF7	价	CJK UNIFIED IDEOGRAPH-4EF7	46	html
U+4EFB	任	CJK UNIFIED IDEOGRAPH-4EFB	216	html,json
U+4EFD	份	CJK UNIFIED IDEOGRAPH-4EFD	78	html
U+4EFF	仿	CJK UNIFIED IDEOGRAPH-4EFF	324	html,json
U+4F01	企	CJK UNIFIED IDEOGRAPH-4F01	1	html
U+4F0A	伊	CJK UNIFIED IDEOGRAPH-4F0A	37	html
U+4F0D	伍	CJK UNIFIED IDEOGRAPH-4F0D	15	html
U+4F0E	伎	CJK UNIFIED IDEOGRAPH-4F0E	1	html
U+4F0F	伏	CJK UNIFIED IDEOGRAPH-4F0F	41	html
U+4F10	伐	CJK UNIFIED IDEOGRAPH-4F10	14	html
U+4F11	休	CJK UNIFIED IDEOGRAPH-4F11	78	html,json
U+4F17	众	CJK UNIFIED IDEOGRAPH-4F17	24	html
U+4F18	优	CJK UNIFIED IDEOGRAPH-4F18	36	html
U+4F19	伙	CJK UNIFIED IDEOGRAPH-4F19	105	html,json
U+4F1A	会	CJK UNIFIED IDEOGRAPH-4F1A	1802	html,js,json
U+4F1E	伞	CJK UNIFIED IDEOGRAPH-4F1E	34	html,json
U+4F1F	伟	CJK UNIFIED IDEOGRAPH-4F1F	24	html
U+4F20	传	CJK UNIFIED IDEOGRAPH-4F20	258	html
U+4F24	伤	CJK UNIFIED IDEOGRAPH-4F24	136	html
U+4F26	伦	CJK UNIFIED IDEOGRAPH-4F26	16	html
U+4F2A	伪	CJK UNIFIED IDEOGRAPH-4F2A	18	html
U+4F2B	伫	CJK UNIFIED IDEOGRAPH-4F2B	1	html
U+4F2F	伯	CJK UNIFIED IDEOGRAPH-4F2F	18	html
U+4F30	估	CJK UNIFIED IDEOGRAPH-4F30	19	html
U+4F34	伴	CJK UNIFIED IDEOGRAPH-4F34	114	html
U+4F38	伸	CJK UNIFIED IDEOGRAPH-4F38	54	html
U+4F3A	伺	CJK UNIFIED IDEOGRAPH-4F3A	3	html
U+4F3C	似	CJK UNIFIED IDEOGRAPH-4F3C	308	html,json
U+4F3D	伽	CJK UNIFIED IDEOGRAPH-4F3D	1	html
U+4F46	但	CJK UNIFIED IDEOGRAPH-4F46	1344	html,json
U+4F4D	位	CJK UNIFIED IDEOGRAPH-4F4D	418	html,json
U+4F4E	低	CJK UNIFIED IDEOGRAPH-4F4E	81	html,json
U+4F4F	住	CJK UNIFIED IDEOGRAPH-4F4F	501	html,json
U+4F50	佐	CJK UNIFIED IDEOGRAPH-4F50	10	html,json
U+4F51	佑	CJK UNIFIED IDEOGRAPH-4F51	4	html
U+4F53	体	CJK UNIFIED IDEOGRAPH-4F53	340	html,json
U+4F55	何	CJK UNIFIED IDEOGRAPH-4F55	534	html,json
U+4F59	余	CJK UNIFIED IDEOGRAPH-4F59	27	html,json
U+4F5B	佛	CJK UNIFIED IDEOGRAPH-4F5B	311	html,json
U+4F5C	作	CJK UNIFIED IDEOGRAPH-4F5C	548	html,html-attr,json
U+4F60	你	CJK UNIFIED IDEOGRAPH-4F60	3274	html,html-attr,js,json
U+4F63	佣	CJK UNIFIED IDEOGRAPH-4F63	1	html
U+4F69	佩	CJK UNIFIED IDEOGRAPH-4F69	5	html
U+4F6C	佬	CJK UNIFIED IDEOGRAPH-4F6C	2	html
U+4F73	佳	CJK UNIFIED IDEOGRAPH-4F73	55	html,json
U+4F7F	使	CJK UNIFIED IDEOGRAPH-4F7F	180	html,js,json
U+4F88	侈	CJK UNIFIED IDEOGRAPH-4F88	3	html
U+4F8B	例	CJK UNIFIED IDEOGRAPH-4F8B	8	html
U+4F8D	侍	CJK UNIFIED IDEOGRAPH-4F8D	4	html
U+4F9B	供	CJK UNIFIED IDEOGRAPH-4F9B	38	html
U+4F9D	依	CJK UNIFIED IDEOGRAPH-4F9D	59	html,json
U+4FA0	侠	CJK UNIFIED IDEOGRAPH-4FA0	11	html
U+4FA3	侣	CJK UNIFIED IDEOGRAPH-4FA3	7	html
U+4FA6	侦	CJK UNIFIED IDEOGRAPH-4FA6	12	html
U+4FA7	侧	CJK UNIFIED IDEOGRAPH-4FA7	92	html
U+4FAE	侮	CJK UNIFIED IDEOGRAPH-4FAE	6	html
U+4FB5	侵	CJK UNIFIED IDEOGRAPH-4FB5	25	html
U+4FBF	便	CJK UNIFIED IDEOGRAPH-4FBF	675	html,json
U+4FC3	促	CJK UNIFIED IDEOGRAPH-4FC3	15	html
U+4FC4	俄	CJK UNIFIED IDEOGRAPH-4FC4	6	html
U+4FCA	俊	CJK UNIFIED IDEOGRAPH-4FCA	2	html
U+4FCF	俏	CJK UNIFIED IDEOGRAPH-4FCF	1	html
U+4FD7	俗	CJK UNIFIED IDEOGRAPH-4FD7	8	html
U+4FD8	俘	CJK UNIFIED IDEOGRAPH-4FD8	10	html
U+4FDD	保	CJK UNIFIED IDEOGRAPH-4FDD	134	html,json
U+4FE1	信	CJK UNIFIED IDEOGRAPH-4FE1	242	html,json
U+4FE8	俨	CJK UNIFIED IDEOGRAPH-4FE8	2	html
U+4FE9	俩	CJK UNIFIED IDEOGRAPH-4FE9	12	html
U+4FED	俭	CJK UNIFIED IDEOGRAPH-4FED	1	html
U+4FEE	修	CJK UNIFIED IDEOGRAPH-4FEE	361	html,js
U+4FEF	俯	CJK UNIFIED IDEOGRAPH-4FEF	11	html
U+4FF8	俸	CJK UNIFIED IDEOGRAPH-4FF8	1	html
U+500D	倍	CJK UNIFIED IDEOGRAPH-500D	18	html,json
U+5012	倒	CJK UNIFIED IDEOGRAPH-5012	343	html,json
U+5018	倘	CJK UNIFIED IDEOGRAPH-5018	7	html
U+5019	候	CJK UNIFIED IDEOGRAPH-5019	332	html,json
U+501A	倚	CJK UNIFIED IDEOGRAPH-501A	3	html
U+501F	借	CJK UNIFIED IDEOGRAPH-501F	12	html
U+5021	倡	CJK UNIFIED IDEOGRAPH-5021	1	html
U+5026	倦	CJK UNIFIED IDEOGRAPH-5026	20	html
U+502A	倪	CJK UNIFIED IDEOGRAPH-502A	2	html
U+503A	债	CJK UNIFIED IDEOGRAPH-503A	1	html
U+503C	值	CJK UNIFIED IDEOGRAPH-503C	49	html
U+503E	倾	CJK UNIFIED IDEOGRAPH-503E	17	html
U+5042	偂	CJK UNIFIED IDEOGRAPH-5042	1	html
U+5047	假	CJK UNIFIED IDEOGRAPH-5047	84	html,json
U+504C	偌	CJK UNIFIED IDEOGRAPH-504C	2	html
U+504E	偎	CJK UNIFIED IDEOGRAPH-504E	3	html,json
U+504F	偏	CJK UNIFIED IDEOGRAPH-504F	43	html
U+505A	做	CJK UNIFIED IDEOGRAPH-505A	531	html,json
U+505C	停	CJK UNIFIED IDEOGRAPH-505C	133	html,json
U+5065	健	CJK UNIFIED IDEOGRAPH-5065	16	html,json
U+5076	偶	CJK UNIFIED IDEOGRAPH-5076	63	html,json
U+5077	偷	CJK UNIFIED IDEOGRAPH-5077	74	html,json
U+507F	偿	CJK UNIFIED IDEOGRAPH-507F	8	html
U+5085	傅	CJK UNIFIED IDEOGRAPH-5085	4	html
U+508D	傍	CJK UNIFIED IDEOGRAPH-508D	39	html,json
U+50A8	储	CJK UNIFIED IDEOGRAPH-50A8	16	html
U+50AC	催	CJK UNIFIED IDEOGRAPH-50AC	8	html
U+50B2	傲	CJK UNIFIED IDEOGRAPH-50B2	11	html
U+50BB	傻	CJK UNIFIED IDEOGRAPH-50BB	25	html,json
U+50CF	像	CJK UNIFIED IDEOGRAPH-50CF	642	html,html-attr,js,json
U+50DA	僚	CJK UNIFIED IDEOGRAPH-50DA	5	html
U+50F5	僵	CJK UNIFIED IDEOGRAPH-50F5	9	html
U+50FB	僻	CJK UNIFIED IDEOGRAPH-50FB	4	html
U+5106	儆	CJK UNIFIED IDEOGRAPH-5106	1	html
U+513F	儿	CJK UNIFIED IDEOGRAPH-513F	455	html,html-attr,json
U+5140	兀	CJK UNIFIED IDEOGRAPH-5140	6	html
U+5141	允	CJK UNIFIED IDEOGRAPH-5141	38	html,json
U+5143	元	CJK UNIFIED IDEOGRAPH-5143	29	html,js
U+5144	兄	CJK UNIFIED IDEOGRAPH-5144	31	html
U+5145	充	CJK UNIFIED IDEOGRAPH-5145	117	html,json
U+5146	兆	CJK UNIFIED IDEOGRAPH-5146	2	html
U+5148	先	CJK UNIFIED IDEOGRAPH-5148	229	html,js,json
U+5149	光	CJK UNIFIED IDEOGRAPH-5149	1264	html,js,json
U+514B	克	CJK UNIFIED IDEOGRAPH-514B	73	html
U+514D	免	CJK UNIFIED IDEOGRAPH-514D	27	html
U+5154	兔	CJK UNIFIED IDEOGRAPH-5154	38	html
U+515A	党	CJK UNIFIED IDEOGRAPH-515A	1	html
U+515C	兜	CJK UNIFIED IDEOGRAPH-515C	2	html
U+5165	入	CJK UNIFIED IDEOGRAPH-5165	471	html,js,json
U+5168	全	CJK UNIFIED IDEOGRAPH-5168	302	html,json
U+516B	八	CJK UNIFIED IDEOGRAPH-516B	61	html,json
U+516C	公	CJK UNIFIED IDEOGRAPH-516C	185	html,json
U+516D	六	CJK UNIFIED IDEOGRAPH-516D	81	html,json
U+516E	兮	CJK UNIFIED IDEOGRAPH-516E	14	html
U+5170	兰	CJK UNIFIED IDEOGRAPH-5170	41	html,json
U+5171	共	CJK UNIFIED IDEOGRAPH-5171	58	html,json
